repo_name,repo_owner,repo_full_name,commit,date,status,filename,file_ext,blob_hash,size_bytes,size_MB,eid_occ,filename_occ,total_occ,unique_occ,repo_link,raw_link,file_link,found_ids,refs,old_filename,Decision,Justification
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/finemap/susie/prepare_loci.py,text/x-python,d2a3099ac95ef89d066d6db6723a608c6d55f134,1359,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/finemap/susie/prepare_loci.py,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/finemap/susie/prepare_loci.py,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/finemap/susie/locus_merge_lds.sh,text/x-sh,030ddc55833a4ecd178c8fcc2efe405c0251972f,1764,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/finemap/susie/locus_merge_lds.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/finemap/susie/locus_merge_lds.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/functional_mechanisms/eQTM_mapping_OPTIMA.R,text/x-r-source,a849a1ca5a0b9bb8b5af8664b5737aae804ae304,7402,0.007,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/functional_mechanisms/eQTM_mapping_OPTIMA.R,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/functional_mechanisms/eQTM_mapping_OPTIMA.R,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/finemap/susie/run_susie.R,text/x-r-source,e90bd00eeb27eb6a4ef7f5417ef8736f189c0214,4104,0.003,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/finemap/susie/run_susie.R,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/finemap/susie/run_susie.R,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/functional_mechanisms/runQTL.R,text/x-r-source,79d45cc3499277008b2b370807902291a02d5002,3432,0.003,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/functional_mechanisms/runQTL.R,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/functional_mechanisms/runQTL.R,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/gSTR_vs_iSTR/README.md,text/markdown,b1359d1138d9f6dc640df27e74b5b27bdcbb9069,2680,0.002,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gSTR_vs_iSTR/README.md,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gSTR_vs_iSTR/README.md,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/gSTR_vs_iSTR/correlate_genotypes.py,text/x-python,f2ad5dd76cf75d7b22513fe0462f3c4593808048,4151,0.003,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gSTR_vs_iSTR/correlate_genotypes.py,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gSTR_vs_iSTR/correlate_genotypes.py,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/functional_mechanisms/README.md,text/markdown,a2875ece8f4dc8225e0e4c60a7fc86dc98f37d37,1157,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/functional_mechanisms/README.md,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/functional_mechanisms/README.md,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/gSTR_vs_iSTR/run_geno_correlation.sh,text/x-sh,7f69be5cafa3470e00780f9866e4ee56b8d43a0a,1240,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gSTR_vs_iSTR/run_geno_correlation.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gSTR_vs_iSTR/run_geno_correlation.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/gwas/eval_biallel.ipynb,application/x-ipynb+json,f1f55eea31da00778057f6da8451226f24b4aea9,23163,0.022,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gwas/eval_biallel.ipynb,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/gwas/eval_biallel.ipynb,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/README.md,text/markdown,e85435169b42dd37629dc094214dca531c06c51e,2633,0.002,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/README.md,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/README.md,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/mk_subset_grm.sh,text/x-sh,fca39987347c1ce88c17d9aca3b9fd3a40a916a1,589,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/mk_subset_grm.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/mk_subset_grm.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/run_format_chrs.sh,text/x-sh,e717527af60d9187ba06bc02455f27e4e71fdf67,1021,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_format_chrs.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_format_chrs.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/run_format_ldms.sh,text/x-sh,e7defdad9f13f398bee267e64d9bea39d2375b34,549,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_format_ldms.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_format_ldms.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/run_merge_formatted.sh,text/x-sh,e49e3ebe62055e96db306d8f134b05a99c9fae39,593,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_merge_formatted.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_merge_formatted.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/run_reml.sh,text/x-sh,d0f85fdaeaa9d2a98be2a0262c2b8fffe3b845f7,668,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_reml.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/run_reml.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/heritability/strat_snps.R,text/x-r-source,090b909cfd3ee054354eb71acfe0c2db41e09b55,953,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/strat_snps.R,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/heritability/strat_snps.R,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/meta/README.md,text/markdown,bd2d571dd8e26f788dbc5d90537d241243d3663b,989,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/meta/README.md,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/meta/README.md,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,eval/meta/format_to_meta.awk,unknown,e58c96c078b0ad0b24150e11ffd347e02f171c5f,618,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/meta/format_to_meta.awk,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/eval/meta/format_to_meta.awk,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,helpers/combine_covars.py,text/x-python,0d2f1a6de0b83c81ed900c6aebcf71873060ccbc,1403,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/helpers/combine_covars.py,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/helpers/combine_covars.py,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,helpers/misc.py,text/x-python,b0d1da57188515183953a48507e88a5a0c00dd93,12485,0.011,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/helpers/misc.py,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/helpers/misc.py,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,main/README.md,text/markdown,22cf0c4288c266baa3c88bd32f405fa403745394,1336,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/README.md,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/README.md,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,main/multiallelic/README.md,text/markdown,97814e483b8ee9a6a8ee9b3fce16521e5313f44a,1417,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/README.md,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/README.md,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,main/multiallelic/annotate_imputed.py,text/x-python,c704463bfde9ddc012d40c271abc99b3b60ac749,3067,0.002,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/annotate_imputed.py,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/annotate_imputed.py,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,main/multiallelic/extract_regions.py,text/x-python,ed097b3801d9f9b81bcefcff72c8690156c03aac,1037,0.0,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/extract_regions.py,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/extract_regions.py,," (HEAD -> main, origin/main, origin/HEAD)",,,
ukb_ad_str_gwas,git@github.com:dgmelin,git@github.com:dgmelin/ukb_ad_str_gwas,0e0ba88f28a646afb472bcc2312c8a3b690b6662,17/12/2025,added,main/multiallelic/run_associaTR.sh,text/x-sh,c82b7dec83c3f6d744fbde16b862ed1d11200c6d,1390,0.001,0,0,0,0,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas,https://raw.githubusercontent.com/git@github.com:dgmelin/ukb_ad_str_gwas/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/run_associaTR.sh,https://github.com/git@github.com:dgmelin/ukb_ad_str_gwas/blob/0e0ba88f28a646afb472bcc2312c8a3b690b6662/main/multiallelic/run_associaTR.sh,," (HEAD -> main, origin/main, origin/HEAD)",,,
